OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
2975,85050,21117,2403,2562,3103,3809,3749,2319,2370,802,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2976,85085,15699,884,1718,2287,2858,3243,2398,1727,584,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2977,85381,14492,2051,2330,2640,1965,1775,1795,1622,314,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2978,85013,14090,887,1611,2058,2141,2610,3135,1380,268,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2979,85396,18010,2091,4701,3171,2312,2196,1499,1620,420,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2980,85298,22755,2364,3370,3126,4508,3930,1549,2895,1013,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2981,85374,27725,9721,7031,3406,2216,1734,1602,1701,314,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2982,85086,21205,2878,3940,3980,3532,2343,1399,2532,601,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2983,85208,18831,3996,3800,2958,2291,1919,1766,1698,403,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2984,85024,14605,931,1683,2387,2391,2610,2620,1579,404,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2985,85260,25792,3800,4240,4335,3844,3307,3230,2415,621,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2986,85304,14258,1534,2389,2570,2078,1885,1725,1716,361,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2987,85014,15317,1034,1735,2230,2240,2757,3424,1587,310,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2988,85020,20853,2675,3238,3581,3164,3084,2774,1878,459,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2989,85395,22959,4288,5127,3284,3107,2738,1729,2072,614,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2990,85388,14084,1075,1935,2091,2633,2248,1408,2165,529,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2991,85297,18265,1055,1732,2304,3823,3722,1851,2924,854,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2992,85006,12448,528,1188,1823,1987,2304,2702,1569,347,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2993,85206,21411,5269,4413,3138,1993,2024,2555,1673,346,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2994,85019,12826,675,1088,1933,2244,1985,1948,2341,612,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2995,85306,11577,1281,1778,2055,1659,1524,1710,1319,251,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2996,85213,19170,2541,3445,3230,2492,2563,2256,2156,487,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2997,85340,18858,1769,2485,3017,3439,2766,1978,2691,713,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2998,85018,24683,2316,3168,3982,3942,4249,3994,2389,643,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
2999,85335,15440,1071,1850,2195,2500,2509,2335,2375,605,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3000,85209,25136,5880,4873,3361,3004,2656,2626,2268,468,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3001,85257,17904,2186,2406,2782,2194,2530,3907,1644,255,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3002,85205,24809,5021,5661,4490,2561,2501,2351,1817,407,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3003,85254,31518,3850,5280,5635,4688,4633,3499,3084,849,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3004,85382,24635,4817,4253,3770,3295,2859,2552,2535,554,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3005,85048,22984,1500,2966,4763,3958,3184,2624,3181,808,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3006,85203,16877,1416,2142,2683,2331,2773,2669,2298,565,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3007,85040,15901,802,1531,2355,2579,2645,2954,2403,632,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3008,85044,24967,2378,3725,4403,3700,3729,3607,2739,686,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3009,85023,17753,1716,2419,2878,2578,2915,2733,1973,541,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3010,85053,13447,1200,1930,2242,2055,1951,2067,1653,349,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3011,85353,20254,764,1522,2669,3387,3871,3515,3554,972,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3012,85207,26545,3586,5235,5689,3944,2661,2297,2559,574,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3013,85031,15167,685,1298,2164,2595,2343,2315,2953,814,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3014,85286,29056,1311,2574,4137,5875,5759,3808,4299,1293,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3015,85043,17010,523,1187,2230,3035,3137,3004,3076,818,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3016,85233,22013,1512,2822,3895,3431,3532,3518,2651,652,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3017,85303,16462,771,1678,2560,2919,2591,2497,2790,656,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3018,85383,38293,3492,6446,6680,6771,5901,3254,4378,1371,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3019,85339,24748,1103,2256,3586,4504,4543,3680,3888,1188,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3020,85295,25811,1154,2038,3426,5126,5009,3947,4085,1026,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3021,85302,19611,2131,2791,3218,2943,2684,2841,2493,510,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3022,85212,24593,1593,3112,3778,4235,4469,3245,3297,864,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3023,85226,26245,1592,2932,4650,4036,4289,4534,3364,848,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3024,85392,19792,1188,2237,3110,3370,3031,2988,3106,762,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3025,85296,25633,1649,2433,3932,4544,4871,3697,3622,885,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3026,85016,23846,2077,2865,3559,3372,3996,5276,2264,437,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3027,85021,20513,2183,2545,3227,3086,3394,2917,2500,661,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3028,85379,22500,1575,2821,3185,4281,3763,2654,3363,858,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3029,85015,19536,1185,1972,2956,3094,3510,3563,2598,658,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3030,85051,20664,1473,2124,3312,3501,3268,3229,3004,753,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3031,85017,17351,710,1320,2350,3044,2717,2697,3735,778,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3032,85029,21545,2004,2610,3622,3293,3291,3301,2765,659,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3033,85042,24077,1409,2792,3994,4016,3831,3965,3242,828,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3034,85027,18671,1242,2331,3002,2767,3414,3633,1871,411,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3035,85202,20259,1565,2517,2897,2847,3329,4124,2470,510,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3036,85210,18744,1004,2015,2896,2826,3151,3694,2617,541,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3037,85323,21148,933,1902,3095,3575,3702,3505,3475,961,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3038,85022,26942,2753,4284,4773,3701,3872,4228,2715,616,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3039,85224,27563,2217,3448,4514,4135,4596,4873,3043,737,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3040,85283,26130,2133,3298,3619,3538,4385,5234,3260,663,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3041,85251,25298,3061,3170,3732,3153,3670,5750,2414,348,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3042,85234,26859,2069,3332,4621,4420,4221,3610,3688,898,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3043,85338,32827,2345,5009,5497,5372,5127,4094,4246,1137,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3044,85201,24553,1983,2572,3593,3555,3837,4706,3566,741,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3045,85037,24597,970,1985,3450,4366,4127,4185,4430,1084,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3046,85035,22986,895,1707,3044,3945,3754,4009,4424,1208,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3047,85041,32097,1664,3028,4864,5348,5616,5105,4989,1483,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3048,85308,36538,3575,5706,6561,5350,4756,5598,4159,833,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3049,85345,29152,2657,4238,5276,4380,4171,4090,3559,781,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3050,85033,26582,1098,1927,3728,4575,4262,4343,5189,1460,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3051,85009,23833,1110,2060,3592,4152,3803,3760,4208,1148,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3052,85008,28725,1073,2155,4050,4695,5112,6487,4209,944,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3053,85204,29031,2044,3411,4493,4387,4663,4744,4315,974,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3054,85032,36963,3200,4930,6066,5585,6228,5937,4026,991,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3055,85326,31715,2038,3991,4735,5284,5291,4760,4445,1171,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3056,85301,26793,1639,2621,4201,4471,4207,4135,4405,1114,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3057,85282,30000,3005,3104,3785,3416,4387,7152,4615,536,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3058,85225,38594,2308,4324,6299,6352,6438,6594,5045,1234,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3059,85281,35022,1046,1840,2735,2745,3951,10937,11383,385,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3060,85248,28249,7742,6170,4004,3358,2584,1619,2104,668,2021/10/13 23:50:33+00,2021/10/13 23:50:33+00
3061,85190,,,,,,,,,,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3062,85333,,,,,,,,,,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3063,85139,4,0,,0,0,,,0,0,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3064,85343,122,20,18,15,21,20,11,15,,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3065,85377,2838,882,962,551,161,79,103,87,13,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3066,85263,3281,1053,1318,704,82,34,42,39,,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3067,85322,292,39,52,60,35,35,37,23,11,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3068,85320,1030,63,68,100,110,182,359,132,16,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3069,85264,863,50,116,161,112,148,108,125,43,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3070,85342,613,131,175,95,75,47,39,44,,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3071,85375,23876,12094,8276,2541,426,213,175,132,19,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3072,85351,23413,10547,8382,3330,559,249,225,108,13,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3073,85337,1279,121,211,210,188,181,171,145,52,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3074,85262,10988,2105,3533,2770,1113,428,442,497,100,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3075,85266,9338,2328,2614,1910,1007,385,326,616,152,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3076,85363,3600,513,477,543,505,450,404,598,110,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3077,85045,5676,340,642,1211,1164,685,498,899,237,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3078,85361,2690,306,600,576,399,266,196,272,75,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3079,85390,4601,1384,1521,817,322,188,171,172,26,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3080,85256,3376,129,278,456,425,595,644,620,229,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3081,85378,4763,926,1054,731,552,525,456,419,100,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3082,85087,4189,494,927,820,684,461,261,423,119,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3083,85373,12190,4641,3525,1601,786,658,423,437,119,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3084,85034,3058,155,358,424,419,493,730,402,77,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3085,85354,2815,216,464,518,469,357,295,385,111,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3086,85253,13271,2303,2560,2643,1782,1118,1115,1418,332,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3087,85387,9923,2572,2774,1413,981,781,752,521,129,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3088,85012,8156,563,816,1037,1288,1727,1841,742,142,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3089,85355,6052,409,915,1085,1138,920,578,835,172,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3090,85268,16756,4021,4656,3589,1694,932,753,928,183,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3091,85215,11168,2788,2715,2064,1115,825,814,680,167,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3092,85028,13653,1963,2478,2478,2012,1920,1332,1160,310,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3093,85004,6560,299,515,731,778,1107,1976,1087,67,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3094,85003,5986,316,786,1067,922,1031,1238,527,99,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3095,85284,13731,1191,2402,2582,2062,1885,1565,1626,418,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3096,85258,19470,4394,4197,3323,2284,1927,1637,1389,319,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3097,85250,11786,2069,2114,1980,1394,1519,1677,824,209,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3098,85259,16643,2288,3297,3465,2361,1587,1375,1804,466,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3099,85083,11353,736,1450,1993,2395,1845,920,1542,472,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3100,85007,9422,537,1009,1492,1386,1554,1548,1593,303,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3101,85054,5902,531,835,895,770,892,1435,479,65,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3102,85307,4690,252,507,732,785,725,830,691,168,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3103,85331,19061,2433,3973,4145,3169,1869,1134,1869,469,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3104,85310,10806,978,1779,2268,1749,1439,1107,1200,286,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3105,85305,8760,600,1006,1378,1466,1303,1482,1283,242,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3106,85249,30227,3618,3978,4461,6261,4258,1892,4405,1354,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3107,85255,33644,5811,6342,6837,5226,3022,2390,3281,735,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3108,85050,21271,2430,2571,3147,3841,3776,2326,2391,789,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3109,85085,15842,902,1731,2306,2882,3258,2430,1753,580,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3110,85381,14621,2072,2363,2648,1979,1789,1814,1641,315,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3111,85013,14205,900,1623,2077,2146,2638,3163,1393,265,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3112,85396,18213,2125,4737,3188,2336,2225,1538,1639,425,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3113,85298,22915,2391,3367,3149,4545,3962,1562,2941,998,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3114,85374,27941,9825,7031,3406,2236,1767,1637,1726,313,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3115,85086,21399,2923,3964,4006,3558,2362,1420,2561,605,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3116,85208,19035,4044,3825,2966,2320,1948,1796,1738,398,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3117,85024,14712,942,1695,2396,2399,2639,2647,1592,402,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3118,85260,25977,3846,4275,4362,3864,3330,3254,2434,612,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3119,85304,14383,1545,2418,2576,2104,1901,1752,1733,354,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3120,85014,15461,1044,1752,2239,2266,2777,3473,1598,312,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3121,85020,21042,2705,3265,3609,3190,3111,2802,1898,462,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3122,85395,23154,4361,5126,3292,3135,2768,1755,2101,616,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3123,85388,14256,1087,1955,2115,2666,2272,1436,2201,524,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3124,85297,18438,1077,1740,2337,3848,3742,1874,2973,847,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3125,85006,12634,543,1209,1844,2010,2337,2743,1593,355,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3126,85206,21611,5337,4421,3146,2027,2048,2584,1699,349,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3127,85019,13022,684,1105,1943,2279,2013,2007,2383,608,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3128,85306,11711,1299,1794,2066,1678,1555,1736,1330,253,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3129,85213,19358,2579,3454,3257,2523,2591,2263,2196,495,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3130,85340,19070,1800,2502,3051,3463,2802,2009,2734,709,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3131,85018,24910,2349,3195,4010,3974,4295,4039,2411,637,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3132,85335,15656,1085,1860,2211,2529,2554,2380,2422,615,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3133,85209,25348,5940,4891,3381,3031,2690,2658,2292,465,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3134,85257,18047,2221,2425,2785,2212,2566,3942,1648,248,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3135,85205,25060,5085,5684,4529,2585,2537,2386,1847,407,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3136,85254,31739,3904,5324,5649,4715,4662,3544,3100,841,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3137,85382,24820,4863,4266,3783,3326,2876,2602,2550,554,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3138,85048,23155,1522,2992,4786,3981,3198,2663,3210,803,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3139,85203,17145,1433,2180,2689,2358,2828,2724,2369,564,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3140,85040,16145,814,1542,2374,2605,2694,3035,2449,632,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3141,85044,25159,2410,3764,4418,3723,3763,3655,2745,681,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3142,85023,17923,1734,2442,2887,2607,2941,2782,1991,539,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3143,85053,13595,1216,1945,2252,2081,1977,2110,1667,347,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3144,85353,20571,779,1527,2707,3422,3960,3572,3620,984,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3145,85207,26820,3641,5280,5705,3980,2714,2336,2591,573,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3146,85031,15378,694,1308,2192,2614,2377,2378,2998,817,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3147,85286,29283,1333,2589,4171,5941,5770,3842,4345,1292,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3148,85043,17267,527,1203,2255,3082,3173,3072,3125,830,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3149,85233,22225,1529,2838,3927,3481,3548,3559,2690,653,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3150,85303,16686,784,1700,2574,2952,2619,2543,2845,669,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3151,85383,38598,3543,6498,6721,6827,5949,3261,4441,1358,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3152,85339,25057,1120,2276,3630,4543,4608,3731,3968,1181,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3153,85295,26070,1165,2063,3460,5181,5048,3995,4128,1030,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3154,85302,19894,2162,2808,3237,2974,2725,2933,2538,517,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3155,85212,24845,1620,3133,3803,4278,4506,3295,3357,853,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3156,85226,26445,1603,2971,4675,4065,4323,4580,3386,842,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3157,85392,20009,1202,2259,3136,3404,3067,3027,3165,749,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3158,85296,25883,1666,2453,3977,4578,4918,3747,3665,879,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3159,85016,24079,2109,2890,3564,3411,4030,5346,2288,441,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3160,85021,20729,2202,2561,3249,3111,3437,2955,2550,664,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3161,85379,22752,1604,2857,3213,4324,3791,2705,3405,853,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3162,85015,19831,1199,1999,2986,3149,3536,3638,2664,660,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3163,85051,20957,1489,2142,3342,3549,3326,3296,3052,761,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3164,85017,17646,720,1330,2375,3081,2773,2772,3808,787,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3165,85029,21876,2032,2632,3651,3349,3356,3382,2816,658,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3166,85042,24360,1431,2816,4015,4055,3889,4034,3298,822,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3167,85027,18889,1264,2356,3031,2788,3462,3682,1890,416,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3168,85202,20509,1592,2532,2913,2904,3363,4193,2495,517,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3169,85210,19046,1021,2038,2927,2864,3201,3773,2666,556,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3170,85323,21495,950,1925,3127,3619,3758,3588,3555,973,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3171,85022,27157,2786,4321,4803,3722,3910,4264,2735,616,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3172,85224,27795,2250,3487,4523,4173,4647,4914,3077,724,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3173,85283,26417,2157,3326,3628,3593,4425,5305,3307,676,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3174,85251,25513,3091,3203,3752,3165,3720,5831,2408,343,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3175,85234,27097,2096,3359,4652,4455,4262,3648,3735,890,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3176,85338,33185,2382,5061,5527,5427,5189,4162,4293,1144,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3177,85201,24916,2004,2598,3622,3609,3897,4790,3642,754,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3178,85037,24971,990,2005,3473,4419,4183,4259,4530,1112,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3179,85035,23380,906,1720,3078,4013,3817,4098,4525,1223,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3180,85041,32605,1686,3067,4929,5396,5710,5193,5128,1496,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3181,85308,36868,3613,5746,6592,5399,4801,5689,4196,832,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3182,85345,29494,2687,4275,5319,4415,4239,4163,3623,773,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3183,85033,27036,1111,1941,3793,4627,4316,4449,5325,1474,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3184,85009,24204,1122,2092,3635,4193,3853,3838,4306,1165,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3185,85008,29231,1088,2177,4097,4766,5206,6629,4305,963,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3186,85204,29517,2073,3441,4511,4467,4756,4852,4426,991,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3187,85032,37343,3252,4945,6114,5637,6323,6014,4070,988,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3188,85326,32115,2070,4035,4769,5340,5345,4843,4532,1181,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3189,85301,27256,1656,2650,4266,4513,4290,4249,4509,1123,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3190,85282,30290,3032,3139,3801,3442,4441,7236,4661,538,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3191,85225,39029,2351,4352,6346,6403,6533,6686,5128,1230,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3192,85281,35355,1061,1868,2762,2788,4013,11089,11385,389,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3193,85248,28428,7829,6185,4016,3376,2596,1639,2119,668,2021/10/28 16:36:42+00,2021/10/28 16:36:42+00
3194,85190,,,,,,,,,,2021/11/04 02:38:53+00,2021/11/04 02:38:53+00
3195,85333,,,,,,,,,,2021/11/04 02:38:53+00,2021/11/04 02:38:53+00
3196,85139,4,0,,0,0,,,0,0,2021/11/04 02:38:53+00,2021/11/04 02:38:53+00
